충전소명,이용시간,충전기타입,주소,운영기관명,경도,위도,충전기ID,충전용량,시설_구분(대),시설_구분(소),시군구,데이터기준일자
하동 필드스크린골프,24시간 이용가능,AC완속,경상남도 하동군 하동읍 군청로 97(비파리 295-1),한국전자금융,127.7583082,35.06270729,01,7kW,상업시설,골프장(CC),하동군 ,2024-03-14
함안 동신아파트,24시간 이용가능,AC완속,경상남도 함안군 가야읍 도항2길 65/ 102동 우측 주차공터(224-4 동신아파트 / 102동 우측 주차공터),한국전자금융,128.4064337,35.28374207,01,7kW,공동주택시설,아파트,함안군 ,2024-03-14
함안 동신아파트,24시간 이용가능,AC완속,경상남도 함안군 가야읍 도항2길 65/ 102동 우측 주차공터(224-4 동신아파트 / 102동 우측 주차공터),한국전자금융,128.4064337,35.28374207,02,7kW,공동주택시설,아파트,함안군 ,2024-03-14
함안 은하수생고기,24시간 이용가능,AC완속,경상남도 함안군 가야읍 중검길 75/ 출입구 우측 공터(은하수 횟집),한국전자금융,128.4214511,35.27327912,01,7kW,상업시설,음식점,함안군 ,2024-03-14
함안 칠원동성아파트,24시간 이용가능,AC완속,경상남도 함안군 칠원읍 원서로 89-21107동 지하주차장(950-4 칠원동성아파트 107동 지하주차장),한국전자금융,128.5167211,35.29965356,01,7kW,공동주택시설,아파트,함안군 ,2024-03-14
남해아라힐펜션,24시간 이용가능,AC완속,경상남도 남해군 서면 남서대로 1949-15남해아라힐펜션(작장리 475-2),캐스트프로,127.8198671,34.82652782,01,7kW,기타시설,기타,남해군 ,2024-03-14
남해아라힐펜션,24시간 이용가능,AC완속,경상남도 남해군 서면 남서대로 1949-15남해아라힐펜션(작장리 475-2),캐스트프로,127.8198671,34.82652782,02,7kW,기타시설,기타,남해군 ,2024-03-14
중소벤처기업진흥공단,24시간 이용가능,AC완속,경상남도 진주시 동진로 430(16-4 중소기업진흥공단),캐스트프로,128.1384239,35.18032342,01,14kW,공공시설,공공기관,진주시 ,2024-03-14
중소벤처기업진흥공단,24시간 이용가능,AC완속,경상남도 진주시 동진로 430(16-4 중소기업진흥공단),캐스트프로,128.1384239,35.18032342,02,14kW,공공시설,공공기관,진주시 ,2024-03-14
중소벤처기업진흥공단,24시간 이용가능,AC완속,경상남도 진주시 동진로 430(16-4 중소기업진흥공단),캐스트프로,128.1384239,35.18032342,03,14kW,공공시설,공공기관,진주시 ,2024-03-14
중소벤처기업진흥공단,24시간 이용가능,AC완속,경상남도 진주시 동진로 430(16-4 중소기업진흥공단),캐스트프로,128.1384239,35.18032342,04,14kW,공공시설,공공기관,진주시 ,2024-03-14
호텔더원,24시간 이용가능,AC완속,경상남도 밀양시 가곡6길 8-4호텔더원(가곡동 662-85),캐스트프로,128.7685221,35.47531749,01,14kW,기타시설,기타,밀양시 ,2024-03-14
호텔더원,24시간 이용가능,AC완속,경상남도 밀양시 가곡6길 8-4호텔더원(가곡동 662-85),캐스트프로,128.7685221,35.47531749,02,14kW,기타시설,기타,밀양시 ,2024-03-14
호텔더원,24시간 이용가능,AC완속,경상남도 밀양시 가곡6길 8-4호텔더원(가곡동 662-85),캐스트프로,128.7685221,35.47531749,03,14kW,기타시설,기타,밀양시 ,2024-03-14
호텔더원,24시간 이용가능,AC완속,경상남도 밀양시 가곡6길 8-4호텔더원(가곡동 662-85),캐스트프로,128.7685221,35.47531749,04,14kW,기타시설,기타,밀양시 ,2024-03-14
거제 수갤러리카페펜션,24시간 이용가능,AC완속,경상남도 거제시 사등면 가조서로2길 10(창호리 2638),이브이파킹서비스,128.5180688,34.93597136,01,7kW,상업시설,숙박시설,거제시 ,2024-03-14
남해 미조잠수그리고펜션,24시간 이용가능,AC완속,경상남도 남해군 미조면 미조로 168(미조리 19-85),이브이파킹서비스,128.0505849,34.70755925,01,7kW,상업시설,숙박시설,남해군 ,2024-03-14
남해 카페그라운,24시간 이용가능,AC완속,경상남도 남해군 남면 남면로 98(석교리 721-3),이브이파킹서비스,127.899965,34.76495655,01,7kW,상업시설,카페,남해군 ,2024-03-14
양산 S투모텔,24시간 이용가능,AC완속,경상남도 양산시 하북면 신평중앙길 47(순지리 524-2),이브이파킹서비스,129.0824602,35.4931055,01,7kW,상업시설,숙박시설,양산시 ,2024-03-14
양산 S투모텔,24시간 이용가능,AC완속,경상남도 양산시 하북면 신평중앙길 47(순지리 524-2),이브이파킹서비스,129.0824602,35.4931055,02,7kW,상업시설,숙박시설,양산시 ,2024-03-14
양산 대웅식품,24시간 이용가능,AC완속,경상남도 양산시 동면 양산대로 115대웅식품(가산리 1009),이브이파킹서비스,129.0152675,35.28555654,01,7kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
진주 진주임마누엘교회,24시간 이용가능,AC완속,경상남도 진주시 진양호로125번길 22-22진주임마누엘교회(404 진주임마누엘교회),이브이파킹서비스,128.0526465,35.17182839,01,7kW,근린생활시설,종교시설,진주시 ,2024-03-14
진주 진주임마누엘교회,24시간 이용가능,AC완속,경상남도 진주시 진양호로125번길 22-22진주임마누엘교회(404 진주임마누엘교회),이브이파킹서비스,128.0526465,35.17182839,02,7kW,근린생활시설,종교시설,진주시 ,2024-03-14
진주 티본업스크린골프연습장,24시간 이용가능,AC완속,경상남도 진주시 금산면 금산순환로22번길 4(장사리 987-4),이브이파킹서비스,128.1472943,35.21589261,01,7kW,상업시설,골프장(CC),진주시 ,2024-03-14
진주 티본업스크린골프연습장,24시간 이용가능,AC완속,경상남도 진주시 금산면 금산순환로22번길 4(장사리 987-4),이브이파킹서비스,128.1472943,35.21589261,02,7kW,상업시설,골프장(CC),진주시 ,2024-03-14
통영 베스트모텔,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림리 1572-48 베스트모텔,이브이파킹서비스,128.4229523,34.88270314,01,7kW,상업시설,숙박시설,통영시 ,2024-03-14
통영 베스트모텔,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림리 1572-48 베스트모텔,이브이파킹서비스,128.4229523,34.88270314,02,7kW,상업시설,숙박시설,통영시 ,2024-03-14
거제꽃날펜션리조트,24시간 이용가능,AC완속,경상남도 거제시 남부면 대포길 18(저구리 603),선광시스템,128.5906074,34.71530023,01,7kW,상업시설,숙박시설,거제시 ,2024-03-14
경해여자고등학교,24시간 이용가능,AC완속,경상남도 진주시 남강로 39(695-7 경해여자고등학교),선광시스템,128.0417085,35.16517112,02,7kW,교육문화시설,학교,진주시 ,2024-03-14
경해여자고등학교,24시간 이용가능,AC완속,경상남도 진주시 남강로 39(695-7 경해여자고등학교),선광시스템,128.0417085,35.16517112,03,7kW,교육문화시설,학교,진주시 ,2024-03-14
남해 배네치아리조트,24시간 이용가능,AC완속,경상남도 남해군 미조면 미송로 249-11(송정리 837),선광시스템,128.0312847,34.7087199,01,7kW,상업시설,숙박시설,남해군 ,2024-03-14
남해 배네치아리조트,24시간 이용가능,AC완속,경상남도 남해군 미조면 미송로 249-11(송정리 837),선광시스템,128.0312847,34.7087199,02,7kW,상업시설,숙박시설,남해군 ,2024-03-14
남해 배네치아리조트,24시간 이용가능,AC완속,경상남도 남해군 미조면 미송로 249-11(송정리 837),선광시스템,128.0312847,34.7087199,03,7kW,상업시설,숙박시설,남해군 ,2024-03-14
뷰호텔,24시간 이용가능,AC완속,경상남도 사천시 목섬길 30뷰호텔(Hotel 뷰),선광시스템,128.0752728,34.92552794,01,7kW,상업시설,숙박시설,사천시 ,2024-03-14
세은펜션,24시간 이용가능,AC완속,경상남도 남해군 창선면 동부대로 2823(당항리 207-6),선광시스템,128.0243697,34.90424741,01,7kW,상업시설,숙박시설,남해군 ,2024-03-14
오페라호텔,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림5로 25-25(죽림리 1571-17),선광시스템,128.4204795,34.88690362,01,7kW,상업시설,숙박시설,통영시 ,2024-03-14
온리원(아라클럽),24시간 이용가능,AC완속,경상남도 남해군 창선면 동부대로 2908온리원(아라클럽)(76 아라클럽),선광시스템,128.028749,34.91036747,01,7kW,상업시설,숙박시설,남해군 ,2024-03-14
외도펠리스펜션,24시간 이용가능,AC완속,경상남도 거제시 일운면 와현로 58(와현리 398),선광시스템,128.7080265,34.81512498,01,7kW,상업시설,숙박시설,거제시 ,2024-03-14
원탑,24시간 이용가능,AC완속,경상남도 통영시 도산면 도산일주로 1810(법송리 175-3),선광시스템,128.3559757,34.87169505,01,7kW,상업시설,숙박시설,통영시 ,2024-03-14
장승포초등학교,24시간 이용가능,AC완속,경상남도 거제시 신부로1길 19(319 장승포초등학교),선광시스템,128.7288735,34.86987394,01,7kW,교육문화시설,학교,거제시 ,2024-03-14
창원시시립치매요양병원,24시간 이용가능,AC완속,경상남도 창원시 의창구 북면 단내로 499-32(1234-1 시립창원요양병원),선광시스템,128.5743046,35.34935805,01,7kW,근린생활시설,병원,창원시 ,2024-03-14
창원시시립치매요양병원,24시간 이용가능,AC완속,경상남도 창원시 의창구 북면 단내로 499-32(1234-1 시립창원요양병원),선광시스템,128.5743046,35.34935805,02,7kW,근린생활시설,병원,창원시 ,2024-03-14
한국은행 경남본부,평일 09:00~18:00,AC완속,경상남도 창원시 성산구 원이대로 633(94 한국은행경남본부),선광시스템,128.6841256,35.22654565,01,7kW,근린생활시설,금융기관,창원시 ,2024-03-14
한국은행 경남본부,평일 09:00~18:00,AC완속,경상남도 창원시 성산구 원이대로 633(94 한국은행경남본부),선광시스템,128.6841256,35.22654565,02,7kW,근린생활시설,금융기관,창원시 ,2024-03-14
호텔본,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림5로 25-53(죽림리 1571-37),선광시스템,128.4213493,34.88583685,01,7kW,상업시설,숙박시설,통영시 ,2024-03-14
(출입제한)롯데글로벌로지스 부산서부터미널,24시간 이용가능,AC완속,경상남도 양산시 물금읍 제방로 223롯데글로벌로지스 부산서부터미널 지상 1층(증산리 1416 롯데글로벌로지스 부산서부터미널 지상 1층),이브이시스,129.016742,35.30849319,01,7kW,기타시설,기타,양산시 ,2024-03-14
(출입제한)롯데글로벌로지스 부산서부터미널,24시간 이용가능,AC완속,경상남도 양산시 물금읍 제방로 223롯데글로벌로지스 부산서부터미널 지상 1층(증산리 1416 롯데글로벌로지스 부산서부터미널 지상 1층),이브이시스,129.016742,35.30849319,02,7kW,기타시설,기타,양산시 ,2024-03-14
(출입제한)롯데글로벌로지스 진주집배센터,24시간 이용가능,AC완속,경상남도 진주시 내동면 내축로 447롯데글로벌로지스 진주집배센터(유수리 249),이브이시스,128.029805,35.12614212,01,11kW,기타시설,기타,진주시 ,2024-03-14
(출입제한)롯데글로벌로지스 진주집배센터,24시간 이용가능,AC완속,경상남도 진주시 내동면 내축로 447롯데글로벌로지스 진주집배센터(유수리 249),이브이시스,128.029805,35.12614212,02,11kW,기타시설,기타,진주시 ,2024-03-14
(출입제한)롯데글로벌로지스 창원집배센터,24시간 이용가능,DC콤보,경상남도 창원시 의창구 차상로106번길 4롯데글로벌로지스 창원집배센터(팔용동 11-3),이브이시스,128.635769,35.23375075,01,100kW,기타시설,기타,창원시 ,2024-03-14
(출입제한)롯데글로벌로지스 창원집배센터,24시간 이용가능,DC콤보,경상남도 창원시 의창구 차상로106번길 4롯데글로벌로지스 창원집배센터(팔용동 11-3),이브이시스,128.635769,35.23375075,02,100kW,기타시설,기타,창원시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,01,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,02,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,03,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,04,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,05,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,06,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,07,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,08,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,09,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해스포츠센터,09:30 ~ 24:00,AC완속,경상남도 김해시 장유로 509김해스포츠센터(신문동 1415),이브이시스,128.8311178,35.18316774,10,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해지혜의바다도서관,24시간 이용가능,DC차데모+DC콤보,경상남도 김해시 주촌면 서부로1541번길 8김해지혜의바다도서관(652-1 김해지혜의바다),이브이시스,128.8218695,35.23612547,01,50kW,공공시설,공공기관,김해시 ,2024-03-14
김해지혜의바다도서관,24시간 이용가능,AC완속,경상남도 김해시 주촌면 서부로1541번길 8김해지혜의바다도서관(652-1 김해지혜의바다),이브이시스,128.8218695,35.23612547,02,7kW,공공시설,공공기관,김해시 ,2024-03-14
김해지혜의바다도서관,24시간 이용가능,AC완속,경상남도 김해시 주촌면 서부로1541번길 8김해지혜의바다도서관(652-1 김해지혜의바다),이브이시스,128.8218695,35.23612547,03,7kW,공공시설,공공기관,김해시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,01,100kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,02,100kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,03,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,04,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,05,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,06,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,07,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,08,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 거제점,10:00 ~ 23:00,DC콤보,경상남도 거제시 서간도길 9-9롯데마트 거제점(308 거제엘크루랜드마크),이브이시스,128.6917449,34.88742642,09,30kW,상업시설,마트(쇼핑몰),거제시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,01,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,02,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,03,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,04,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,05,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,06,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,07,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 김해점,10:00 ~ 24:00,DC콤보,경상남도 김해시 김해대로 2330롯데마트 김해점(1041 롯데마트),이브이시스,128.8820492,35.22554241,08,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,01,100kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,02,100kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,03,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,04,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,05,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,06,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,07,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,08,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 마산점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산합포구 신마산시장길 33롯데마트 마산점(8-1 롯데마트),이브이시스,128.5607323,35.18132614,09,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 삼계점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산회원구 내서읍 경남대로 927롯데마트 삼계점 지상 2층(롯데마트 삼계점 롯데마트 삼계점 지상 2층),이브이시스,128.5040692,35.23302927,01,100kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 삼계점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산회원구 내서읍 경남대로 927롯데마트 삼계점 지상 2층(롯데마트 삼계점 롯데마트 삼계점 지상 2층),이브이시스,128.5040692,35.23302927,02,100kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 삼계점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산회원구 내서읍 경남대로 927롯데마트 삼계점 지상 2층(롯데마트 삼계점 롯데마트 삼계점 지상 2층),이브이시스,128.5040692,35.23302927,03,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 삼계점,10:00 ~ 23:00,DC콤보,경상남도 창원시 마산회원구 내서읍 경남대로 927롯데마트 삼계점 지상 2층(롯데마트 삼계점 롯데마트 삼계점 지상 2층),이브이시스,128.5040692,35.23302927,04,30kW,상업시설,마트(쇼핑몰),창원시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,01,100kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,02,100kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,03,100kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,04,100kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,05,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,06,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,07,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,08,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,09,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,10,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,11,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,12,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 웅상점,10:00 ~ 23:00,DC콤보,경상남도 양산시 삼호1길 34롯데마트 웅상점(1011 롯데마트),이브이시스,129.1669854,35.41259312,13,30kW,상업시설,마트(쇼핑몰),양산시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,01,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,02,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,03,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,04,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,05,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,06,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,07,100kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,08,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,09,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,10,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
롯데마트 장유점,10:00 ~ 23:00,DC콤보,경상남도 김해시 번화1로56번길 15롯데마트 장유점 지상 4층(300 롯데마트 롯데마트 장유점 지상 4층),이브이시스,128.8012957,35.1930412,11,30kW,상업시설,마트(쇼핑몰),김해시 ,2024-03-14
